overall_qual,neighborhood,log_gr_liv_area,kitchen_qual,garage_cars,garage,bsmt_qual,log_1st_flr_sf,full_bath,fireplace_qu,remod_age_at_sale,age_at_sale
6,1,7.085064293952548,3,2.0,12.0,3.0,7.085064293952548,1,2.0,47,47
5,1,7.047517221357296,3,1.0,12.0,3.0,7.047517221357296,1,0.0,52,52
5,1,6.899723107284872,3,1.0,3.0,2.0,6.899723107284872,1,0.0,56,56
5,1,6.927557906278317,3,0.0,0.0,3.0,6.659293919683638,1,0.0,14,135
6,1,7.005789019253503,4,2.0,3.0,3.0,7.005789019253503,1,4.0,26,81
7,2,7.492760300922379,4,2.0,12.0,4.0,6.778784897685177,2,0.0,1,2
6,1,7.014814351275545,3,1.0,12.0,3.0,7.014814351275545,1,2.0,31,31
8,2,7.492760300922379,4,3.0,12.0,5.0,6.812345094177479,2,4.0,3,3
8,3,7.720017940432244,5,2.0,12.0,5.0,7.097548850614793,2,4.0,0,1
6,1,7.24422751560335,3,2.0,12.0,3.0,6.51025834052315,1,3.0,28,28
5,1,7.205635176410364,4,2.0,3.0,3.0,7.205635176410364,1,0.0,53,53
5,1,7.049254841255837,3,2.0,3.0,3.0,7.049254841255837,1,0.0,55,55
4,1,7.124478262493424,3,1.0,6.0,3.0,7.124478262493424,1,0.0,57,61
7,1,7.403061091090091,5,2.0,2.0,3.0,6.723832440821209,1,4.0,16,81
6,1,7.240649694255466,3,2.0,12.0,3.0,7.240649694255466,1,3.0,26,47
7,2,7.554334823725748,4,2.0,12.0,4.0,6.77078942390898,2,0.0,4,4
8,2,7.414572881350589,4,3.0,12.0,4.0,7.414572881350589,2,4.0,1,1
7,1,7.572502985020384,3,1.0,3.0,3.0,7.148345743900068,2,0.0,15,94
6,2,7.252762418053187,4,2.0,12.0,4.0,6.423246963533519,2,4.0,0,1
5,1,7.215239978730097,3,2.0,3.0,3.0,7.215239978730097,1,3.0,52,52
4,1,7.165493475060845,3,0.0,0.0,0.0,6.542471960506805,2,0.0,8,108
8,3,8.095293776844649,5,3.0,12.0,4.0,7.432483807917119,3,4.0,7,7
6,2,7.436027816351848,4,2.0,12.0,4.0,6.727431724850855,2,0.0,5,5
5,1,7.129297548929373,3,0.0,0.0,3.0,6.436150368369428,2,0.0,56,86
5,1,6.946975992135418,3,2.0,6.0,3.0,6.306275286948016,1,0.0,30,74
6,2,7.246368080102461,4,2.0,6.0,4.0,7.246368080102461,2,0.0,6,6
4,1,6.841615476477592,3,2.0,3.0,2.0,6.841615476477592,1,0.0,56,56
5,2,7.149916836132109,3,2.0,3.0,4.0,6.436150368369428,1,0.0,19,19
5,2,7.426549072397305,3,2.0,3.0,3.0,7.426549072397305,2,0.0,31,31
7,2,7.199678345691172,3,2.0,16.0,4.0,7.199678345691172,2,3.0,16,16
8,2,7.449498005382849,4,2.0,12.0,4.0,7.449498005382849,1,4.0,15,15
6,2,7.487733761436444,4,2.0,12.0,4.0,6.807934943699926,2,0.0,10,10
5,1,7.483806687665835,3,2.0,6.0,3.0,7.483806687665835,1,4.0,32,51
5,1,7.480992162869525,3,1.0,6.0,3.0,6.806829360392176,2,3.0,48,48
5,2,6.97914527506881,3,2.0,12.0,4.0,6.97914527506881,1,0.0,31,31
5,1,7.876258882303226,3,4.0,3.0,3.0,7.198931240688173,2,0.0,40,40
6,2,7.519692404116539,3,2.0,12.0,4.0,7.519692404116539,2,3.0,33,33
5,2,7.109879463072272,3,2.0,3.0,4.0,7.109879463072272,0,3.0,30,30
4,1,7.083387847625295,3,0.0,0.0,3.0,6.579251212010101,1,0.0,56,57
6,2,7.1853870155804165,4,2.0,12.0,4.0,6.455198563340122,2,0.0,12,12
5,1,6.940222469119639,3,2.0,8.0,4.0,6.940222469119639,1,0.0,32,32
6,1,7.604396348796338,5,1.0,3.0,2.0,6.993932975223189,2,0.0,59,109
6,2,7.323170717943469,4,2.0,12.0,4.0,6.70073110954781,2,4.0,4,4
4,1,7.302496423727326,3,1.0,3.0,3.0,6.763884908562435,2,0.0,57,97
4,1,6.992096427415888,3,2.0,3.0,3.0,6.992096427415888,1,0.0,44,44
5,1,6.895682697747868,3,2.0,3.0,3.0,6.895682697747868,1,0.0,44,44
9,3,7.418180822726788,4,2.0,12.0,5.0,7.418180822726788,2,4.0,0,0
5,1,6.977281341630747,3,2.0,6.0,4.0,6.977281341630747,1,0.0,1,1
5,1,6.833031732786201,3,1.0,6.0,4.0,6.833031732786201,1,0.0,7,51
7,2,7.265429723253953,4,2.0,12.0,4.0,7.265429723253953,2,0.0,7,8
5,1,7.171656822768514,3,1.0,3.0,3.0,6.4457198193855785,2,0.0,38,38
6,1,7.090076835776092,3,1.0,2.0,3.0,7.090076835776092,1,0.0,56,83
8,3,8.08271113423758,4,3.0,12.0,4.0,7.627057417018934,2,5.0,14,15
7,2,7.660114319173928,4,2.0,12.0,4.0,6.816735880594968,2,3.0,12,13
7,1,6.728628613084702,3,1.0,6.0,4.0,6.728628613084702,1,0.0,35,35
6,1,6.951772164398911,3,1.0,12.0,3.0,6.951772164398911,1,2.0,46,46
8,2,7.371489295214277,4,2.0,12.0,4.0,6.666956792429207,2,0.0,1,1
6,2,7.189922170745808,4,2.0,12.0,4.0,7.189922170745808,2,0.0,2,2
9,3,7.936660155225426,5,3.0,12.0,5.0,7.254177846456518,3,4.0,0,1
8,3,7.874739125171811,4,3.0,12.0,4.0,7.293017679772782,2,3.0,10,10
6,2,7.322510433997394,3,2.0,12.0,4.0,6.70808408385307,2,3.0,9,9
4,1,7.332369205929062,3,1.0,3.0,0.0,6.992096427415888,2,0.0,59,64
6,1,6.920671504248683,3,1.0,2.0,3.0,6.920671504248683,1,0.0,58,82
7,2,7.001245622069476,3,1.0,3.0,4.0,6.340359303727752,1,4.0,12,77
6,3,7.216709486709457,4,2.0,12.0,4.0,7.216709486709457,2,4.0,1,2
7,2,7.231287004327616,4,2.0,3.0,4.0,6.511745329644728,2,0.0,6,6
7,3,7.220373836723949,4,2.0,12.0,4.0,7.220373836723949,2,4.0,3,3
7,2,7.619233416226805,4,2.0,12.0,4.0,7.171656822768514,2,3.0,12,12
5,1,7.173191742486599,3,1.0,12.0,4.0,6.423246963533519,1,4.0,32,32
6,1,6.974478911025045,3,2.0,12.0,4.0,6.974478911025045,2,2.0,33,33
6,1,7.200424892944957,3,1.0,6.0,3.0,6.704414354964107,1,0.0,56,61
6,2,7.353081920515432,3,2.0,12.0,3.0,7.353081920515432,2,4.0,49,49
5,1,7.8636512654486515,3,2.0,12.0,3.0,6.897704943128636,3,0.0,10,87
7,2,7.427738840532894,3,2.0,6.0,3.0,7.427738840532894,2,4.0,38,38
5,1,6.656726524178391,3,1.0,10.0,3.0,6.656726524178391,1,4.0,53,68
5,2,6.9957661563048505,3,0.0,0.0,4.0,6.9957661563048505,1,0.0,0,1
7,2,7.27931883541462,4,3.0,12.0,4.0,7.27931883541462,2,0.0,0,1
6,1,6.97354301952014,3,1.0,3.0,2.0,6.97354301952014,1,4.0,60,87
6,1,7.171656822768514,4,1.0,12.0,4.0,7.171656822768514,2,0.0,16,43
6,1,6.879355804460439,3,1.0,3.0,3.0,6.879355804460439,1,4.0,7,61
5,1,6.968850378341948,3,1.0,12.0,3.0,6.968850378341948,1,0.0,56,56
4,1,6.866933284461882,3,0.0,0.0,3.0,6.866933284461882,1,0.0,52,52
8,3,7.188412736496954,4,2.0,12.0,4.0,7.188412736496954,2,4.0,3,3
4,1,7.198183577101943,3,1.0,6.0,3.0,6.723832440821209,1,0.0,54,54
4,1,7.438971592395862,2,0.0,0.0,2.0,7.00397413672268,2,0.0,59,89
6,1,7.309212365692763,3,2.0,12.0,3.0,7.309212365692763,2,2.0,8,36
7,2,7.305188215393037,4,2.0,12.0,5.0,7.305188215393037,2,4.0,5,6
6,2,7.203405521083095,4,2.0,6.0,3.0,7.203405521083095,1,4.0,51,51
8,2,7.833600223661103,4,2.0,12.0,4.0,7.833600223661103,2,4.0,28,28
5,1,7.170888478512505,2,2.0,3.0,3.0,7.170888478512505,1,0.0,59,85
5,1,7.252053951852814,3,1.0,12.0,3.0,7.252053951852814,1,3.0,32,52
7,2,7.25063551189868,4,2.0,12.0,4.0,7.25063551189868,1,4.0,5,5
8,2,7.406103381237015,4,3.0,12.0,4.0,7.406103381237015,2,4.0,0,1
5,1,6.786716950605081,3,1.0,6.0,2.0,6.786716950605081,1,0.0,13,71
7,2,7.436027816351848,3,2.0,12.0,4.0,7.436027816351848,2,3.0,36,36
6,2,7.883823214892152,4,2.0,6.0,3.0,7.321188556739478,2,4.0,22,38
4,1,6.803505257608338,3,1.0,2.0,3.0,6.803505257608338,1,0.0,8,54
6,1,6.985641817639208,3,1.0,3.0,3.0,6.985641817639208,1,0.0,15,48
5,1,7.07326971745971,3,2.0,12.0,3.0,7.07326971745971,1,0.0,39,39
6,1,7.20934025660291,3,1.0,12.0,3.0,6.496774990185863,1,0.0,41,41
6,2,7.382746449738912,3,2.0,12.0,4.0,6.851184927493743,2,3.0,12,12
7,2,7.450079569807499,4,2.0,12.0,4.0,6.733401891837359,2,4.0,5,6
5,1,7.160069207596127,4,2.0,6.0,3.0,7.160069207596127,1,4.0,4,51
7,2,7.370230641807081,4,2.0,12.0,4.0,7.370230641807081,2,0.0,7,7
7,2,7.329749689041512,4,2.0,12.0,4.0,7.329749689041512,2,4.0,1,1
6,1,7.447751280047908,3,2.0,12.0,3.0,6.754604099487962,1,4.0,46,46
5,1,6.906754778648554,3,1.0,6.0,3.0,6.906754778648554,1,0.0,44,44
6,1,7.428333194190806,3,2.0,12.0,3.0,6.822197390620491,2,3.0,31,31
6,2,7.242797922793756,4,2.0,12.0,4.0,7.242797922793756,2,0.0,15,16
8,3,7.648739788956242,5,3.0,12.0,4.0,6.945051063725834,2,4.0,1,1
8,2,7.4073177104694174,5,2.0,12.0,5.0,7.4073177104694174,2,4.0,1,2
6,1,7.738052297689316,3,2.0,6.0,3.0,7.311218384419629,3,4.0,44,44
8,2,7.346010209913293,4,2.0,12.0,4.0,7.346010209913293,2,0.0,0,1
4,1,7.581719640125308,3,2.0,3.0,3.0,6.78897174299217,1,3.0,60,95
6,1,7.018401799069201,3,2.0,3.0,3.0,7.018401799069201,1,3.0,34,34
7,2,7.19668657083435,4,2.0,12.0,4.0,7.19668657083435,2,0.0,0,1
4,1,7.071573364211532,3,1.0,6.0,3.0,6.755768921984255,1,0.0,60,110
7,2,7.4489161025442,3,2.0,12.0,4.0,6.785587645007929,2,3.0,11,11
6,1,7.525639975041535,3,1.0,6.0,3.0,7.103322062526113,2,0.0,34,52
6,2,7.454719949364001,4,2.0,12.0,4.0,6.761572768804055,2,0.0,5,5
6,2,7.069023426578259,4,0.0,0.0,4.0,7.069023426578259,1,0.0,2,3
4,1,6.9957661563048505,3,1.0,3.0,3.0,6.302618975744905,1,0.0,36,36
5,1,7.069874128458572,3,1.0,12.0,3.0,7.069874128458572,1,4.0,51,51
5,1,7.01301578963963,2,1.0,3.0,3.0,6.364750756851911,1,0.0,11,87
7,2,7.721348612617949,4,2.0,12.0,4.0,6.887552571664617,2,3.0,9,9
5,1,7.045776576879511,3,1.0,3.0,5.0,7.045776576879511,1,0.0,54,54
7,2,7.106606137727303,4,2.0,12.0,4.0,7.106606137727303,2,0.0,0,0
6,2,7.397561535524052,4,2.0,6.0,3.0,6.684611727667927,1,0.0,8,42
7,2,7.122866658599083,4,3.0,12.0,4.0,7.122866658599083,2,0.0,1,1
5,1,7.346655163176539,2,1.0,2.0,2.0,6.964135612418245,2,0.0,56,68
5,1,7.02108396428914,3,2.0,12.0,3.0,7.02108396428914,1,3.0,5,43
7,2,7.301147805856032,4,2.0,12.0,4.0,6.699500340161678,2,3.0,15,15
7,3,7.166265974133638,4,1.0,12.0,0.0,7.166265974133638,2,0.0,20,20
6,2,7.377758908227872,3,2.0,12.0,4.0,6.82001636467413,2,3.0,10,10
5,1,6.727431724850855,3,1.0,2.0,3.0,6.727431724850855,1,0.0,60,90
5,2,6.643789733147672,3,2.0,3.0,4.0,6.643789733147672,1,0.0,37,37
9,3,7.961370201719511,5,3.0,12.0,5.0,7.596894438144544,3,4.0,0,1
6,1,6.894670039433482,3,1.0,3.0,3.0,6.180016653652572,1,0.0,38,38
3,1,6.927557906278317,2,0.0,0.0,3.0,6.927557906278317,1,0.0,56,88
6,1,6.915723448631314,3,2.0,12.0,3.0,6.915723448631314,1,0.0,43,43
7,2,7.723120092266331,4,2.0,12.0,5.0,7.174724309836376,2,0.0,13,14
5,1,6.946013991099227,3,2.0,6.0,3.0,6.946013991099227,1,0.0,45,45
6,2,7.740229524763182,3,2.0,12.0,4.0,6.863803391452954,3,3.0,4,8
6,2,7.017506142941256,3,2.0,12.0,3.0,7.017506142941256,2,3.0,35,35
5,1,7.066466970136958,3,1.0,12.0,3.0,7.066466970136958,1,0.0,12,56
6,1,6.9957661563048505,3,1.0,3.0,3.0,6.263398262591624,1,0.0,34,34
4,1,6.556778356158042,2,1.0,3.0,2.0,6.556778356158042,1,0.0,8,63
9,3,7.491087593534876,4,3.0,12.0,5.0,7.491087593534876,2,4.0,0,1
9,3,7.3632795869630385,5,2.0,12.0,5.0,7.3632795869630385,2,4.0,2,2
6,1,7.77485576666552,3,2.0,3.0,4.0,7.289610521451167,2,1.0,28,42
6,2,7.508787170634276,3,0.0,0.0,3.0,6.815639990074331,2,0.0,39,39
5,1,7.38025578842646,3,2.0,6.0,3.0,7.38025578842646,2,0.0,52,52
5,1,7.04141166379481,3,1.0,12.0,3.0,7.04141166379481,1,0.0,51,51
4,1,6.9363427358340495,3,1.0,6.0,3.0,6.9363427358340495,1,0.0,46,46
4,1,6.7580945044277305,3,2.0,3.0,2.0,6.7580945044277305,1,0.0,59,89
5,1,6.846943139585379,4,2.0,6.0,4.0,6.846943139585379,1,0.0,31,31
5,2,7.003065458786462,3,2.0,12.0,4.0,7.003065458786462,1,0.0,10,10
5,1,7.028201432058005,3,2.0,12.0,3.0,7.028201432058005,2,0.0,45,45
5,1,7.182352111885263,3,2.0,3.0,3.0,6.83087423464618,1,0.0,9,81
6,1,7.197435354096591,3,2.0,12.0,3.0,7.197435354096591,1,3.0,48,48
8,2,7.906547232368036,4,2.0,12.0,3.0,7.069023426578259,3,3.0,12,32
7,2,7.315883504509785,4,2.0,12.0,4.0,7.315883504509785,2,3.0,13,13
6,1,7.177782416195197,3,1.0,6.0,2.0,6.762729506931879,2,0.0,56,82
6,1,7.261927092702751,3,2.0,12.0,3.0,7.261927092702751,2,4.0,44,44
5,1,6.815639990074331,3,1.0,12.0,3.0,6.815639990074331,1,0.0,22,49
7,2,7.1372784372603855,4,2.0,12.0,4.0,7.1372784372603855,2,0.0,0,0
6,1,7.160845906664299,5,1.0,6.0,3.0,6.498282149476434,1,4.0,2,92
7,2,7.529943370601589,4,3.0,12.0,4.0,6.778784897685177,2,4.0,0,0
6,1,7.2991214627108,4,2.0,12.0,3.0,6.586171654854675,2,0.0,5,34
5,1,7.533158807455563,3,2.0,3.0,3.0,7.080026499922591,1,0.0,13,119
6,1,6.946975992135418,3,1.0,12.0,3.0,6.946975992135418,1,0.0,54,54
6,2,6.941190055068375,3,3.0,6.0,3.0,6.941190055068375,1,0.0,34,34
8,3,7.462789157412448,4,2.0,12.0,4.0,7.462789157412448,2,3.0,21,21
6,1,7.192182058713246,4,1.0,6.0,3.0,7.192182058713246,1,0.0,52,52
6,2,7.090076835776092,4,2.0,6.0,4.0,6.396929655216146,2,0.0,3,3
5,1,7.409741954080923,3,1.0,3.0,2.0,6.873163834212518,2,0.0,60,95
7,2,7.491087593534876,4,2.0,12.0,4.0,6.870053411798126,2,3.0,7,7
4,1,7.2254814727822945,3,1.0,6.0,3.0,6.733401891837359,1,0.0,59,89
7,2,7.410347097821024,4,2.0,12.0,4.0,6.699500340161678,2,0.0,6,6
6,1,7.516977224604321,3,2.0,6.0,3.0,6.957497370876951,1,3.0,44,44
8,2,7.557994958530806,4,3.0,6.0,4.0,6.943122422819428,2,3.0,11,12
5,1,6.8001700683022,3,1.0,12.0,4.0,6.8001700683022,1,0.0,38,38
5,1,7.080026499922591,3,2.0,12.0,3.0,7.080026499922591,1,0.0,51,51
5,1,6.891625897052253,2,1.0,3.0,3.0,6.891625897052253,1,0.0,49,49
6,1,6.704414354964107,3,1.0,6.0,3.0,6.704414354964107,1,2.0,56,72
7,2,7.415175109613295,4,2.0,12.0,4.0,6.717804695023691,2,3.0,13,13
6,1,7.05444965813294,3,1.0,12.0,3.0,6.856461984594587,1,4.0,58,79
5,1,7.203405521083095,3,1.0,3.0,3.0,6.51025834052315,1,0.0,12,89
7,2,7.267525427828172,4,2.0,16.0,4.0,7.267525427828172,1,3.0,23,23
8,2,7.664815785285735,4,2.0,16.0,4.0,7.310550158534422,1,4.0,0,26
7,3,7.683403681053826,4,3.0,12.0,5.0,6.976348070447749,2,4.0,1,1
6,1,7.397561535524052,3,1.0,12.0,3.0,7.397561535524052,2,4.0,21,51
6,2,7.315883504509785,4,2.0,12.0,4.0,6.62273632394984,2,0.0,0,0
5,1,6.761572768804055,3,1.0,6.0,3.0,6.761572768804055,1,0.0,48,48
7,2,7.383368146992383,4,3.0,3.0,3.0,6.865891074883439,1,4.0,16,74
10,3,7.87587915949631,5,3.0,12.0,5.0,7.87587915949631,2,4.0,5,6
8,3,7.450660796211539,4,2.0,12.0,4.0,7.450660796211539,2,0.0,2,2
4,1,7.31986492980897,4,2.0,3.0,2.0,6.725033642166843,2,0.0,59,99
4,1,7.028201432058005,3,2.0,6.0,3.0,6.548219102762372,1,0.0,60,90
6,2,7.300472814267799,3,2.0,12.0,4.0,6.553933404025811,2,3.0,14,15
3,1,6.572282542694008,3,2.0,2.0,3.0,6.572282542694008,1,0.0,56,77
5,1,7.492760300922379,3,1.0,4.0,3.0,6.956545443151569,2,0.0,54,54
5,1,7.029972911706386,3,2.0,3.0,3.0,7.029972911706386,1,4.0,56,86
5,1,7.145984467714388,3,1.0,3.0,3.0,7.145984467714388,1,2.0,48,48
7,2,7.454719949364001,4,2.0,12.0,4.0,6.761572768804055,2,0.0,5,5
6,1,7.216709486709457,3,2.0,6.0,3.0,7.216709486709457,1,3.0,47,47
7,2,7.266827347520591,4,2.0,12.0,4.0,6.573680166960646,2,4.0,4,5
5,2,6.725033642166843,4,2.0,6.0,4.0,6.725033642166843,1,0.0,26,26
5,1,6.761572768804055,3,2.0,3.0,4.0,6.761572768804055,1,0.0,37,37
8,2,7.406103381237015,4,2.0,12.0,5.0,7.406103381237015,2,4.0,5,6
6,2,7.140453043101158,4,2.0,12.0,4.0,7.140453043101158,2,0.0,0,0
5,1,7.045776576879511,3,1.0,6.0,3.0,7.045776576879511,1,0.0,50,50
2,1,6.082218910376446,2,1.0,3.0,3.0,6.082218910376446,1,0.0,59,89
8,2,7.519692404116539,4,2.0,12.0,4.0,7.519692404116539,2,4.0,3,4
5,1,7.103322062526113,3,1.0,3.0,3.0,6.723832440821209,1,0.0,58,61
7,2,7.899524472032198,5,3.0,12.0,5.0,7.156176637480615,2,4.0,0,0
8,2,7.409741954080923,4,2.0,12.0,5.0,7.409741954080923,2,4.0,0,0
5,1,6.947937068614969,3,1.0,12.0,3.0,6.947937068614969,1,0.0,50,50
5,1,8.24800570160062,5,2.0,6.0,0.0,8.24800570160062,3,4.0,12,49
8,3,7.674152921281675,4,2.0,3.0,4.0,7.366445148327599,2,4.0,-1,0
5,2,6.897704943128636,3,2.0,3.0,4.0,6.897704943128636,1,0.0,14,14
5,1,7.116394144093465,3,2.0,2.0,3.0,6.423246963533519,1,0.0,57,97
8,2,7.484368643286131,4,2.0,12.0,4.0,6.824373670043086,2,4.0,1,1
7,2,7.447751280047908,4,2.0,12.0,4.0,6.812345094177479,2,3.0,13,13
6,1,7.298445101508147,3,2.0,6.0,3.0,7.298445101508147,2,4.0,49,49
7,2,7.541152455136308,5,2.0,12.0,4.0,6.923628628138427,2,5.0,6,6
5,1,6.795705775173514,3,1.0,3.0,3.0,6.795705775173514,1,0.0,47,47
6,1,6.9957661563048505,3,0.0,0.0,3.0,6.302618975744905,2,0.0,1,38
6,2,7.670428522190693,4,2.0,12.0,4.0,7.275172319452771,2,3.0,1,49
8,3,7.724446645633537,4,2.0,12.0,4.0,7.060476365999801,2,3.0,8,8
8,3,7.696212639346407,5,3.0,12.0,5.0,7.696212639346407,2,4.0,5,6
7,2,7.283448228756631,4,2.0,12.0,4.0,6.590301048196686,2,0.0,0,0
6,2,7.306531398939505,4,2.0,12.0,4.0,6.61338421837956,2,4.0,3,4
4,1,6.56244409369372,2,0.0,0.0,3.0,6.56244409369372,1,0.0,59,69
5,1,7.091742115095153,3,1.0,12.0,3.0,7.091742115095153,1,0.0,53,53
4,1,6.9957661563048505,3,0.0,0.0,3.0,6.302618975744905,1,0.0,40,40
6,1,7.675081857716334,3,2.0,12.0,3.0,6.739336627357174,2,4.0,10,43
5,2,7.05617528410041,4,1.0,6.0,3.0,7.05617528410041,1,0.0,40,40
5,1,7.081708586105575,3,2.0,6.0,3.0,7.081708586105575,1,0.0,44,44
6,2,7.080867896690782,3,2.0,12.0,5.0,7.080867896690782,2,0.0,11,11
8,2,7.582738488914411,4,2.0,12.0,4.0,7.017506142941256,2,4.0,0,1
6,2,7.447751280047908,4,2.0,12.0,4.0,6.754604099487962,2,0.0,1,1
4,1,6.899723107284872,3,1.0,12.0,4.0,6.272877006546167,1,0.0,37,37
5,1,6.984716320118266,4,0.0,0.0,2.0,6.52795791762255,1,0.0,12,118
7,2,7.2254814727822945,4,2.0,12.0,4.0,6.612041034833092,2,4.0,4,5
5,1,7.447751280047908,2,0.0,0.0,3.0,6.841615476477592,2,0.0,8,96
8,2,7.822845290279774,4,2.0,12.0,4.0,7.822845290279774,2,4.0,26,26
8,1,7.418180822726788,4,1.0,3.0,3.0,6.725033642166843,1,4.0,12,83
6,1,7.4815557019095165,3,2.0,6.0,3.0,7.030857476116121,2,0.0,46,46
6,1,7.40184157874383,4,1.0,3.0,3.0,6.79346613258001,1,4.0,59,63
6,2,7.039660349862076,3,2.0,3.0,4.0,7.039660349862076,1,0.0,1,1
8,3,7.803026643632217,4,3.0,12.0,4.0,7.430114138561801,2,3.0,4,15
7,2,7.735433352499688,4,2.0,12.0,4.0,7.182352111885263,1,3.0,17,32
6,2,7.079184394609668,3,2.0,12.0,4.0,7.079184394609668,2,0.0,3,18
6,1,6.762729506931879,3,1.0,3.0,3.0,6.606650186198215,1,4.0,12,87
5,1,7.255591274253665,4,2.0,6.0,3.0,7.255591274253665,2,0.0,0,89
6,1,6.643789733147672,3,2.0,3.0,3.0,6.643789733147672,1,0.0,58,78
8,3,7.325148957955575,5,2.0,12.0,5.0,7.325148957955575,1,4.0,4,5
7,2,7.207118856207756,3,2.0,6.0,4.0,7.207118856207756,2,0.0,6,7
5,1,7.20934025660291,4,2.0,3.0,3.0,6.516193076042964,2,0.0,3,70
5,1,6.795705775173514,4,2.0,12.0,3.0,6.795705775173514,1,0.0,5,41
7,2,7.198183577101943,4,2.0,12.0,4.0,7.198183577101943,2,0.0,4,4
7,2,7.0967213784947605,4,2.0,12.0,4.0,7.0967213784947605,2,0.0,4,4
7,2,7.574045005372199,4,2.0,12.0,4.0,6.898714534329988,2,4.0,5,6
4,1,6.841615476477592,3,1.0,6.0,2.0,6.436150368369428,1,0.0,56,58
5,1,6.946975992135418,3,2.0,3.0,0.0,6.946975992135418,1,0.0,56,56
6,1,7.102499355774649,3,1.0,6.0,3.0,7.102499355774649,1,0.0,11,51
5,1,7.362645270417825,4,2.0,12.0,3.0,6.977281341630747,1,3.0,5,86
6,1,7.186901020411631,3,2.0,6.0,3.0,6.75110146893676,2,2.0,35,35
7,2,7.218176838403408,4,2.0,12.0,4.0,7.218176838403408,2,4.0,0,0
5,1,7.29641326877392,3,1.0,12.0,3.0,6.829793737512425,2,3.0,29,29
4,1,7.109879463072272,3,2.0,3.0,0.0,7.109879463072272,2,0.0,45,45
8,2,7.910590612256477,4,2.0,16.0,4.0,7.910590612256477,2,4.0,21,21
6,1,7.132497551660044,4,2.0,3.0,3.0,7.132497551660044,1,0.0,49,49
5,1,6.883462586413092,3,1.0,3.0,3.0,6.883462586413092,1,0.0,56,64
7,2,7.622663951323595,3,2.0,6.0,4.0,7.152268856032539,2,3.0,20,28
6,2,7.408530566894626,3,2.0,6.0,4.0,7.408530566894626,1,4.0,48,48
6,2,7.1770187659099,4,2.0,12.0,3.0,7.1770187659099,1,2.0,7,32
7,2,7.188412736496954,4,2.0,12.0,4.0,7.188412736496954,2,2.0,31,31
6,2,7.119635638017636,4,2.0,6.0,4.0,6.396929655216146,2,0.0,5,5
5,2,7.176254532017144,3,1.0,3.0,3.0,6.883462586413092,1,3.0,59,69
6,1,7.113956109566034,3,2.0,12.0,4.0,6.329720905522696,1,3.0,29,29
8,2,7.528869256642251,4,3.0,12.0,4.0,7.201170883281678,3,4.0,1,1
6,2,7.0192966537150445,3,1.0,12.0,3.0,7.0192966537150445,1,1.0,31,31
10,3,7.779885115070522,5,3.0,12.0,5.0,7.779885115070522,2,5.0,6,6
5,1,7.059617628291383,3,1.0,3.0,3.0,7.059617628291383,1,0.0,58,58
7,2,7.535296702444088,4,2.0,12.0,4.0,6.895682697747868,2,3.0,8,8
6,1,7.0317412587631285,3,1.0,3.0,3.0,6.410174881966167,1,0.0,60,71
9,3,8.032035314398824,4,3.0,12.0,5.0,7.421177528595393,2,3.0,9,9
4,1,7.216709486709457,3,1.0,2.0,3.0,6.893656354602635,2,0.0,57,87
5,1,7.578145472419466,3,1.0,12.0,3.0,7.048386408721883,2,0.0,50,50
8,2,7.286191714702382,4,2.0,12.0,5.0,7.286191714702382,2,4.0,1,2
5,2,6.643789733147672,3,2.0,3.0,4.0,6.643789733147672,1,0.0,2,37
7,2,7.122866658599083,4,2.0,6.0,4.0,7.122866658599083,2,0.0,22,22
4,1,6.9957661563048505,3,1.0,6.0,3.0,6.302618975744905,1,0.0,35,35
4,1,6.946013991099227,3,1.0,3.0,2.0,6.57507584059962,1,0.0,6,109
8,1,7.765569081097317,3,0.0,0.0,3.0,6.843749949006225,2,0.0,21,136
8,2,7.111512116496157,4,2.0,12.0,4.0,7.111512116496157,1,3.0,32,32
10,1,8.536014945656826,5,3.0,12.0,5.0,8.536014945656826,2,4.0,-2,-1
7,2,7.448333860897476,4,3.0,3.0,3.0,6.8679744089702925,1,4.0,36,91
5,1,6.866933284461882,3,1.0,12.0,3.0,6.866933284461882,1,0.0,54,54
5,1,7.047517221357296,3,1.0,6.0,3.0,6.683360945766275,1,3.0,56,64
5,1,7.357556200910353,3,2.0,6.0,3.0,7.357556200910353,1,0.0,42,42
4,2,7.470224135899966,4,1.0,2.0,3.0,7.114769448366463,2,3.0,4,77
5,1,6.829793737512425,3,1.0,3.0,3.0,6.829793737512425,1,0.0,44,44
5,1,6.815639990074331,3,1.0,6.0,3.0,6.815639990074331,1,0.0,13,78
7,1,7.412160334945205,4,2.0,12.0,4.0,6.633318433280377,2,4.0,4,5
5,1,7.090076835776092,3,0.0,0.0,4.0,7.090076835776092,3,0.0,21,22
6,1,7.131698510466912,3,1.0,12.0,3.0,7.131698510466912,1,4.0,42,42
6,2,7.38025578842646,3,2.0,12.0,3.0,6.83087423464618,2,3.0,10,11
6,1,6.85751406254539,4,2.0,3.0,3.0,6.85751406254539,1,0.0,2,51
7,2,7.170888478512505,4,2.0,12.0,4.0,7.170888478512505,2,4.0,0,0
5,1,6.694562058521095,3,1.0,3.0,3.0,6.694562058521095,1,0.0,7,49
5,2,6.962243464266207,3,2.0,12.0,3.0,6.962243464266207,1,0.0,51,51
7,2,7.567862605463882,3,2.0,12.0,4.0,7.040536390215956,2,3.0,31,31
