ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,location,house,garage,basement,age_at_sale,remod_age_at_sale,log_saleprice,log_gr_liv_area,log_lot_area,log_1st_flr_sf
2,2,66.0,16226,2,Lvl,1,2,2,2,2,8,5,1998,1999,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1,2,281.0,Unf,0.0,747.0,1028.0,5,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,1,3.0,2,1998.0,2,2.0,683.0,3.0,208,50,0,0,0,0,0,0,5,2007,WD ,267000,7,8,12.0,10.0,9,8,12.495003937382387,7.804659297056102,9.69437017295501,7.098375638590786
1,2,0.0,10899,2,Lvl,1,1,2,1,1,4,5,1964,1964,Gable,1,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,0,0.0,1,1964.0,1,3.0,530.0,3.0,0,0,0,0,0,0,0,0,4,2007,WD ,103000,6,4,3.0,0.0,43,43,11.542484267211773,7.1098794630722715,9.296426320889312,7.1098794630722715
2,1,32.0,4500,1,Lvl,1,2,2,2,1,6,5,1998,1998,Hip,2,VinylSd,BrkFace,443.0,3,4,PConc,5.0,4.0,1,2,1201.0,Unf,0.0,36.0,1237.0,5,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,0,0.0,2,1998.0,2,2.0,405.0,3.0,0,199,0,0,0,0,0,0,3,2006,WD ,153500,6,7,12.0,12.0,8,8,11.941455846009388,7.198183577101943,8.411832675758411,7.198183577101943
1,2,0.0,16647,2,Lvl,2,1,1,2,1,5,5,1975,1981,Gable,1,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,2,1,1390.0,Unf,0.0,0.0,1390.0,3,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,2,3.0,1,1975.0,2,2.0,611.0,3.0,0,0,0,0,0,0,0,0,1,2007,WD ,171000,6,5,6.0,10.0,32,26,12.049418835484797,7.438971592395862,9.719985298994011,7.438971592395862
1,2,62.0,8707,1,Lvl,1,1,1,2,1,4,5,1924,1950,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,1093.0,1093.0,3,1093,576,0,1669,0.0,0.0,1,1,4,1,3,9,0,0.0,2,1924.0,1,1.0,288.0,2.0,0,0,56,0,0,0,0,0,5,2006,WD ,107000,5,5,4.0,8.0,82,56,11.580584113444043,7.419979923661835,9.071882578828616,6.996681488176539
2,2,66.0,8300,2,Lvl,1,1,2,2,1,6,6,1968,1968,Gable,1,Wd Sdng,BrkFace,86.0,3,3,CBlock,3.0,3.0,2,1,952.0,Unf,0.0,0.0,952.0,4,952,0,0,952,1.0,0.0,1,0,3,1,3,5,0,0.0,2,1968.0,1,1.0,288.0,3.0,0,0,0,0,0,0,0,0,8,2007,WD ,128500,6,6,6.0,9.0,39,39,11.763684183317412,6.858565034791365,9.02401079378469,6.858565034791365
2,2,72.0,9770,1,Lvl,1,1,2,2,1,5,5,1957,1957,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,512.0,Unf,0.0,410.0,922.0,3,922,0,0,922,1.0,0.0,1,0,2,1,3,5,0,0.0,2,1957.0,1,1.0,308.0,3.0,0,34,0,0,0,0,GdWo,0,4,2007,WD ,116000,6,6,6.0,8.0,50,50,11.661345470088502,6.826545223556594,9.187071745036828,6.826545223556594
2,2,80.0,17400,1,Low,1,2,2,2,1,5,5,1977,1977,Gable,2,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1,1,936.0,Unf,0.0,190.0,1126.0,2,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,1,4.0,2,1977.0,2,2.0,484.0,3.0,295,41,0,0,0,0,0,0,5,2006,WD ,160000,7,7,12.0,8.0,29,29,11.982929094215963,7.026426808699636,9.764225485202621,7.026426808699636
2,2,39.0,5070,2,HLS,1,3,2,2,1,8,5,1992,1992,Gable,1,HdBoard,None,0.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,1280.0,1280.0,5,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,0,0.0,2,1992.0,2,2.0,506.0,3.0,0,82,0,0,144,0,0,0,8,2008,WD ,180000,8,6,12.0,10.0,16,16,12.100712129872347,7.154615356913663,8.531096096585228,7.154615356913663
2,2,66.0,7920,1,Lvl,1,1,2,2,1,5,5,1970,2002,Gable,1,HdBoard,BrkFace,32.0,3,3,CBlock,3.0,3.0,1,1,81.0,GLQ,619.0,214.0,914.0,5,914,0,0,914,0.0,0.0,1,0,3,1,5,5,0,0.0,2,1970.0,2,1.0,368.0,3.0,120,0,0,0,0,0,0,0,10,2007,WD ,133000,6,6,12.0,8.0,37,5,11.79810440720389,6.81783057145415,8.977146484808472,6.81783057145415
1,1,78.0,7020,1,Lvl,1,2,2,1,1,7,5,1997,1997,Gable,1,MetalSd,BrkFace,200.0,3,4,PConc,4.0,3.0,2,2,1243.0,Unf,0.0,45.0,1288.0,4,1368,0,0,1368,2.0,0.0,2,0,2,2,3,8,0,0.0,2,1997.0,2,4.0,784.0,3.0,0,48,0,0,0,0,0,0,11,2006,WD ,215000,6,4,12.0,11.0,9,9,12.2783933071098,7.221105098182496,8.856518497019858,7.221105098182496
1,2,0.0,7500,2,Bnk,1,2,2,2,2,6,7,1942,1950,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,547.0,Unf,0.0,224.0,771.0,2,753,741,0,1494,0.0,0.0,1,0,3,1,4,7,2,4.0,2,1942.0,1,1.0,213.0,3.0,0,0,0,0,224,0,0,0,11,2009,WD ,177500,7,6,6.0,8.0,67,59,12.086725887897607,7.309212365692763,8.922658299524402,6.6240652277998935
2,2,76.0,10612,1,Lvl,1,2,2,2,1,8,5,2006,2006,Gable,2,VinylSd,BrkFace,248.0,4,3,PConc,4.0,3.0,2,2,28.0,Unf,0.0,1496.0,1524.0,4,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,1,4.0,2,2006.0,2,2.0,484.0,3.0,168,46,0,0,0,0,0,0,1,2007,WD ,215000,7,7,12.0,11.0,1,1,12.2783933071098,7.335633981927201,9.26974071525763,7.335633981927201
1,1,51.0,6120,1,Lvl,1,1,2,2,1,5,6,1938,1950,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,2.0,1,1,273.0,Unf,0.0,679.0,952.0,3,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,1,4.0,1,1938.0,1,1.0,250.0,2.0,189,0,34,150,0,0,0,0,2,2009,WD ,150000,5,5,2.0,7.0,71,59,11.918390573078392,7.366445148327599,8.719317375506371,6.901737206656574
2,2,90.0,12376,1,Lvl,2,2,2,2,2,7,5,1990,1990,Hip,1,Plywood,None,0.0,3,3,PConc,4.0,3.0,2,2,1470.0,Unf,0.0,203.0,1673.0,4,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,2,3.0,2,1990.0,1,3.0,594.0,3.0,367,0,0,0,0,0,0,0,5,2010,WD ,320000,8,7,6.0,11.0,20,20,12.676076274775909,8.07775756373692,9.423514392252901,7.4377951216719325
2,2,100.0,10004,1,Lvl,1,1,2,2,1,6,6,1964,1964,Gable,1,Plywood,BrkFace,180.0,3,3,CBlock,3.0,3.0,1,1,196.0,BLQ,345.0,975.0,1516.0,3,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,0,0.0,2,1964.0,2,2.0,472.0,3.0,0,0,0,0,152,0,0,0,2,2009,WD ,167000,6,6,12.0,8.0,45,45,12.025749091398891,7.323830566202317,9.21074029199751,7.323830566202317
1,2,55.0,8250,1,Lvl,1,1,2,2,1,5,7,1935,1950,Gable,1,Wd Sdng,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1032,0,0,1032,0.0,0.0,1,0,2,1,3,6,1,3.0,1,1939.0,1,1.0,260.0,3.0,0,0,121,0,0,0,0,0,6,2006,WD ,125000,6,5,3.0,0.0,71,56,11.736069016284437,6.939253946041508,9.017968479328726,6.939253946041508
2,1,103.0,12205,1,Lvl,1,1,2,2,1,3,1,1949,1992,Gable,1,MetalSd,None,0.0,3,3,BrkTil,2.0,2.0,1,1,0.0,Unf,0.0,448.0,448.0,4,1588,0,0,1588,0.0,0.0,2,0,5,1,3,6,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,MnPrv,0,12,2008,WD ,65000,5,6,0.0,6.0,59,16,11.082142548877775,7.370230641807081,9.40960098282706,7.370230641807081
2,2,103.0,11175,2,Lvl,2,2,2,2,1,7,5,2007,2007,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,1316.0,1316.0,5,1316,0,0,1316,0.0,0.0,2,0,3,1,4,6,1,4.0,2,2007.0,2,2.0,440.0,3.0,0,20,0,0,0,0,0,0,10,2007,New,200141,8,7,12.0,10.0,0,0,12.206777397134413,7.182352111885263,9.32143441948177,7.182352111885263
2,2,85.0,9965,1,Lvl,1,2,1,2,1,7,5,2007,2007,Gable,2,VinylSd,0,0.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,1528.0,1528.0,5,1528,0,0,1528,0.0,0.0,3,2,3,1,4,6,1,3.0,2,2007.0,1,2.0,480.0,3.0,0,228,0,0,0,0,0,0,9,2007,New,235876,6,7,6.0,9.0,0,0,12.371061522195516,7.331714969726466,9.206834232646894,7.331714969726466
1,1,50.0,8660,1,Bnk,1,1,2,2,2,5,6,1900,1993,Gambrel,1,AsbShng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,760.0,760.0,5,928,928,312,2168,0.0,0.0,2,0,5,1,4,11,0,0.0,1,1998.0,1,2.0,576.0,3.0,467,160,78,0,0,0,0,0,12,2009,WD ,123000,5,6,3.0,8.0,109,16,11.719939634354555,7.681560362559537,9.06647000155648,6.833031732786201
1,2,82.0,12375,1,Lvl,1,1,1,2,1,5,5,1951,1951,Gable,1,HdBoard,Stone,41.0,3,2,CBlock,3.0,3.0,1,1,329.0,Unf,0.0,477.0,806.0,3,1081,341,0,1422,1.0,0.0,1,0,3,1,3,7,1,3.0,1,1951.0,1,1.0,288.0,3.0,0,0,0,0,0,0,GdWo,0,6,2006,WD ,137500,5,5,3.0,8.0,55,55,11.831379196088763,7.259819610363186,9.423433587436891,6.985641817639208
2,2,60.0,8070,1,Lvl,1,2,2,2,1,4,5,1994,1995,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1,2,588.0,Unf,0.0,402.0,990.0,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,2007,WD ,123600,7,7,0.0,10.0,13,12,11.724805824005728,6.897704943128636,8.995908761263994,6.897704943128636
2,2,84.0,8658,1,Lvl,1,1,2,2,1,6,5,1965,1965,Gable,1,Wd Sdng,BrkFace,101.0,3,3,CBlock,3.0,3.0,1,1,643.0,Unf,0.0,445.0,1088.0,5,1324,0,0,1324,0.0,0.0,2,0,3,1,3,6,1,3.0,2,1965.0,2,2.0,440.0,3.0,0,138,0,0,0,0,GdWo,0,12,2006,WD ,160000,6,6,12.0,8.0,41,41,11.982929094215963,7.188412736496954,9.066239028001926,7.188412736496954
2,2,0.0,8063,1,Lvl,1,2,2,2,2,6,5,2000,2000,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,924.0,924.0,5,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,1,3.0,2,2000.0,2,2.0,463.0,3.0,100,48,0,0,0,0,0,0,11,2007,WD ,181000,7,8,12.0,9.0,7,7,12.106252310247962,7.432483807917119,8.995040974685022,6.854354502255021
2,1,49.0,8235,2,HLS,1,1,1,2,1,5,7,1955,1995,Gable,1,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1,1,180.0,Rec,645.0,0.0,825.0,3,825,0,0,825,1.0,0.0,1,0,2,1,3,4,0,0.0,1,1963.0,2,2.0,720.0,3.0,140,50,0,0,0,0,MnPrv,0,6,2008,WD ,125000,4,6,6.0,8.0,53,13,11.736069016284437,6.715383386334681,9.016148642611741,6.715383386334681
2,2,78.0,11700,1,Lvl,1,2,1,2,2,6,6,1968,1968,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,298.0,Unf,0.0,429.0,727.0,5,829,727,0,1556,0.0,0.0,1,1,4,1,3,8,0,0.0,2,1968.0,1,2.0,441.0,3.0,0,0,0,0,0,0,0,0,5,2009,WD ,154000,6,7,6.0,8.0,41,41,11.944707881395766,7.349873704738337,9.367344120785848,6.720220155135295
2,2,74.0,12961,1,Lvl,1,2,2,2,2,6,5,1993,1994,Gable,2,VinylSd,None,0.0,4,4,PConc,4.0,3.0,2,2,944.0,Unf,0.0,208.0,1152.0,5,1152,645,0,1797,1.0,0.0,2,1,3,1,4,7,1,2.0,2,1993.0,2,2.0,616.0,3.0,162,312,0,0,0,0,0,0,3,2010,WD ,231000,7,8,12.0,11.0,17,16,12.35017298950393,7.493873886783559,9.469700127423375,7.049254841255837
2,2,65.0,8450,1,Lvl,1,1,2,2,1,5,6,1968,1968,Gable,2,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,775.0,Unf,0.0,281.0,1056.0,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,1,2.0,2,1968.0,1,1.0,304.0,3.0,0,85,184,0,0,0,0,0,7,2010,WD ,142000,6,7,6.0,8.0,42,42,11.863582336583399,6.962243464266207,9.041921720351219,6.962243464266207
2,1,90.0,22950,2,Lvl,1,1,1,2,2,10,9,1892,1993,Gable,1,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,2,1,0.0,Unf,0.0,1107.0,1107.0,5,1518,1518,572,3608,0.0,0.0,2,1,4,1,5,12,2,3.0,1,1993.0,1,3.0,840.0,5.0,0,260,0,0,410,0,GdPrv,0,6,2006,WD ,475000,4,7,5.0,9.0,114,13,13.071070083016778,8.190908881182514,10.04107321548869,7.325148957955575
2,1,41.0,5748,2,HLS,1,2,2,2,1,8,5,2005,2006,Hip,2,CmentBd,Stone,473.0,4,3,PConc,5.0,3.0,2,2,1573.0,Unf,0.0,0.0,1573.0,5,1778,0,0,1778,2.0,0.0,2,0,2,1,5,5,1,4.0,2,2005.0,2,2.0,495.0,3.0,123,53,0,0,153,0,0,0,2,2006,New,375000,6,7,12.0,12.0,1,0,12.834681304952548,7.48324441607385,8.656607247198915,7.48324441607385
2,2,70.0,10500,1,Lvl,1,1,2,2,1,4,5,1971,1971,Gable,1,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1,1,432.0,Unf,0.0,432.0,864.0,3,864,0,0,864,0.0,0.0,1,0,3,1,3,5,1,1.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,2010,ConLI,115000,6,6,0.0,8.0,39,39,11.652687407345388,6.761572768804055,9.259130536145614,6.761572768804055
2,2,62.0,7500,1,Lvl,1,2,2,2,1,7,5,2004,2005,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1,2,410.0,Unf,0.0,811.0,1221.0,5,1221,0,0,1221,1.0,0.0,2,0,2,1,4,6,0,0.0,2,2004.0,2,2.0,400.0,3.0,0,113,0,0,0,0,0,0,10,2009,WD ,185000,7,7,12.0,10.0,5,4,12.128111104060462,7.107425474110705,8.922658299524402,7.107425474110705
1,2,62.0,10042,1,Bnk,2,1,2,2,1,6,8,1920,1995,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,144.0,ALQ,278.0,238.0,660.0,3,740,125,0,865,1.0,0.0,1,0,2,1,3,4,1,4.0,1,1920.0,1,1.0,216.0,3.0,0,0,84,0,0,0,0,0,8,2007,WD ,108500,7,5,3.0,8.0,87,12,11.594505451962652,6.762729506931879,9.21453157659465,6.606650186198215
1,2,24.0,2544,1,Lvl,1,2,2,1,2,7,5,2005,2005,Gable,1,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,600.0,600.0,5,520,623,80,1223,0.0,0.0,2,1,2,1,4,4,0,0.0,1,2005.0,2,2.0,480.0,3.0,0,166,0,0,0,0,0,0,7,2006,WD ,147400,7,5,6.0,9.0,1,1,11.900905258737373,7.109062135687172,7.841492924460013,6.253828811575473
1,2,35.0,3768,1,Lvl,1,2,2,2,2,7,5,1999,1999,Hip,1,MetalSd,BrkFace,218.0,4,3,PConc,4.0,3.0,1,2,549.0,Unf,0.0,142.0,691.0,5,713,739,0,1452,1.0,0.0,2,1,3,1,4,6,0,0.0,1,1999.0,1,2.0,506.0,3.0,0,34,0,0,0,0,0,0,9,2009,WD ,156000,7,6,3.0,10.0,10,10,11.957611286231675,7.280697195384741,8.234299635696253,6.569481420414296
1,1,0.0,10320,1,Lvl,1,1,2,2,1,5,6,1915,1978,Gable,1,HdBoard,None,0.0,3,2,BrkTil,3.0,2.0,1,1,0.0,Unf,0.0,880.0,880.0,4,880,428,0,1308,0.0,0.0,2,0,2,1,3,6,0,0.0,1,1950.0,1,2.0,400.0,2.0,0,0,117,0,0,0,0,0,4,2008,WD ,120000,5,5,2.0,7.0,93,30,11.695247021764184,7.176254532017144,9.241839039035554,6.779921907472252
1,2,61.0,9734,2,Lvl,1,2,1,2,1,7,5,2004,2004,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2,2,241.0,Rec,113.0,30.0,384.0,5,744,630,0,1374,0.0,0.0,2,1,3,1,4,7,0,0.0,2,2004.0,2,2.0,400.0,3.0,0,0,0,0,0,0,0,0,5,2009,WD ,167000,6,6,12.0,11.0,5,5,12.025749091398891,7.2254814727822945,9.1833801903934,6.612041034833092
2,2,43.0,3182,1,Lvl,1,2,2,2,1,7,5,2005,2006,Gable,2,VinylSd,BrkFace,14.0,4,3,PConc,4.0,4.0,1,2,16.0,Unf,0.0,1330.0,1346.0,5,1504,0,0,1504,0.0,0.0,2,0,2,1,4,7,1,4.0,2,2005.0,2,2.0,437.0,3.0,156,20,0,0,0,0,0,0,5,2008,WD ,191000,7,7,12.0,11.0,3,2,12.160028707028767,7.315883504509785,8.065265208897733,7.315883504509785
1,2,56.0,8872,2,HLS,1,2,2,2,1,6,5,1997,1997,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,384.0,384.0,4,754,630,0,1384,0.0,0.0,2,1,3,1,3,7,1,3.0,2,1997.0,2,2.0,390.0,3.0,0,0,0,0,0,0,0,0,3,2007,WD ,161500,7,6,12.0,9.0,10,10,11.992260421644849,7.232733136177615,9.090655529030203,6.625392368007956
2,2,70.0,12198,2,Lvl,1,1,2,2,1,5,6,1955,1975,Gable,2,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,2,1,780.0,Unf,0.0,424.0,1204.0,3,1411,0,0,1411,0.0,0.0,1,0,3,1,3,7,1,3.0,2,1955.0,2,1.0,310.0,3.0,278,82,0,0,0,0,0,0,6,2007,COD,130000,6,7,12.0,9.0,52,32,11.77528972943772,7.252053951852814,9.409027282856401,7.252053951852814
2,2,80.0,8480,1,Lvl,2,1,2,2,1,5,6,1963,1963,Hip,1,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1,2,630.0,Unf,0.0,340.0,970.0,3,970,0,0,970,1.0,0.0,1,0,2,1,3,5,0,0.0,1,1996.0,1,2.0,624.0,3.0,0,24,0,0,192,0,0,0,7,2007,WD ,132500,7,6,3.0,9.0,44,44,11.794337924408413,6.877296071497429,9.045465728785949,6.877296071497429
1,2,0.0,10200,1,Lvl,1,1,2,2,1,5,8,1970,1970,Hip,1,HdBoard,None,0.0,3,4,PConc,4.0,3.0,2,1,704.0,Unf,0.0,160.0,864.0,5,904,0,0,904,0.0,0.0,1,0,3,1,4,5,0,0.0,1,1979.0,1,3.0,912.0,3.0,143,0,0,0,0,0,MnPrv,0,6,2008,WD ,144000,6,5,3.0,10.0,38,38,11.877568578558138,6.806829360392176,9.230142999272362,6.806829360392176
1,2,0.0,9555,2,Lvl,2,1,2,1,2,5,6,1979,1979,Gable,1,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1100,1133,0,2233,0.0,0.0,2,1,5,2,3,11,0,0.0,2,1979.0,2,2.0,579.0,3.0,0,0,0,0,0,0,0,0,2,2007,WD ,141000,7,5,12.0,0.0,28,28,11.856515169360305,7.711101251840158,9.164819856674374,7.003065458786462
2,2,60.0,7200,1,Lvl,1,2,2,2,1,4,8,1972,2006,Gable,1,Plywood,None,0.0,3,4,CBlock,3.0,3.0,1,1,385.0,Unf,0.0,0.0,385.0,4,875,0,0,875,0.0,0.0,1,0,3,1,4,5,0,0.0,1,1975.0,1,2.0,728.0,3.0,352,0,0,0,0,0,0,0,10,2007,WD ,117000,7,6,3.0,8.0,35,1,11.669929213779893,6.774223886357614,8.881836305004146,6.774223886357614
1,1,60.0,6780,1,Lvl,1,1,2,1,1,6,8,1935,1982,Gable,1,Wd Sdng,None,0.0,3,2,CBlock,3.0,3.0,2,2,490.0,Unf,0.0,30.0,520.0,4,520,0,234,754,1.0,0.0,1,0,2,1,3,5,0,0.0,0,0.0,0,0.0,0.0,0.0,53,0,0,0,0,0,0,0,6,2006,WD ,84500,5,4,0.0,10.0,71,24,11.344506813345266,6.625392368007956,8.821732380934442,6.253828811575473
2,2,0.0,53227,2,Low,2,2,2,2,1,4,6,1954,1994,Flat,1,Plywood,None,0.0,3,3,CBlock,4.0,3.0,2,1,1116.0,Unf,0.0,248.0,1364.0,5,1663,0,0,1663,1.0,0.0,1,0,2,1,4,6,2,4.0,2,1954.0,2,2.0,529.0,3.0,224,137,0,0,0,0,0,0,3,2008,WD ,256000,8,6,12.0,10.0,54,14,12.4529327234617,7.416378479192928,10.882321065382621,7.416378479192928
2,2,70.0,9100,1,Lvl,1,1,2,2,1,5,6,1965,1965,Gable,2,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,338.0,Rec,466.0,121.0,925.0,5,925,0,0,925,0.0,1.0,1,0,2,1,3,5,0,0.0,1,1965.0,1,1.0,429.0,3.0,0,0,0,0,0,0,GdWo,0,7,2009,WD ,117500,6,7,3.0,8.0,44,44,11.67419361256635,6.829793737512425,9.116029692504942,6.829793737512425
1,2,130.0,9600,2,HLS,1,2,2,2,1,5,7,1940,1950,Gable,1,MetalSd,None,0.0,4,4,BrkTil,3.0,2.0,1,1,428.0,Unf,0.0,300.0,728.0,5,976,332,0,1308,1.0,0.0,1,1,2,1,3,7,2,3.0,1,1940.0,1,1.0,256.0,3.0,0,70,0,0,0,0,0,0,6,2009,WD ,160000,7,5,3.0,7.0,69,59,11.982929094215963,7.176254532017144,9.169518377455928,6.883462586413092
2,2,81.0,14175,1,Bnk,1,1,2,2,1,5,5,1956,1998,Hip,2,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1,1,386.0,ALQ,522.0,332.0,1240.0,4,1375,0,0,1375,1.0,0.0,1,0,3,1,3,6,1,4.0,2,1956.0,1,1.0,323.0,3.0,0,0,0,0,0,0,0,0,12,2007,WD ,187000,6,7,6.0,8.0,51,9,12.138863895836725,7.226209010100671,9.559235128595953,7.226209010100671
2,2,110.0,14277,1,Lvl,1,3,2,2,2,8,5,2003,2003,Gable,2,VinylSd,BrkFace,280.0,4,3,PConc,5.0,3.0,2,2,938.0,Unf,0.0,379.0,1317.0,5,1217,1168,0,2385,1.0,0.0,2,1,3,1,4,7,1,4.0,2,2003.0,2,3.0,818.0,3.0,192,228,0,0,0,0,0,0,1,2007,WD ,350000,8,8,12.0,12.0,4,4,12.765688433465597,7.776954403322442,9.56640512978922,7.104144092987527
1,2,60.0,9000,1,Lvl,1,1,2,1,2,5,5,1974,1974,Gable,2,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,2,1,0.0,Unf,0.0,896.0,896.0,3,896,896,0,1792,0.0,0.0,2,2,4,2,3,8,0,0.0,1,1982.0,1,2.0,480.0,3.0,0,45,0,0,0,0,0,0,6,2008,WD ,133000,6,6,3.0,10.0,34,34,11.79810440720389,7.491087593534876,9.104979856318357,6.79794041297493
2,2,105.0,13693,1,Lvl,1,3,2,2,1,8,5,2007,2007,Hip,2,VinylSd,Stone,554.0,4,3,PConc,5.0,3.0,2,2,1728.0,BLQ,495.0,195.0,2418.0,5,2464,0,0,2464,1.0,0.0,2,1,4,1,5,9,1,5.0,2,2007.0,2,3.0,650.0,3.0,358,78,0,0,0,0,0,0,8,2008,WD ,417500,8,7,12.0,12.0,1,1,12.942039823273047,7.80954132465341,9.524640032332234,7.80954132465341
2,2,51.0,3635,1,Lvl,1,2,2,2,1,7,5,2007,2007,Hip,2,VinylSd,BrkFace,130.0,4,3,PConc,4.0,3.0,1,1,988.0,Unf,0.0,398.0,1386.0,5,1569,0,0,1569,0.0,1.0,2,0,1,1,4,7,1,3.0,2,2007.0,2,3.0,660.0,3.0,143,20,0,0,0,0,0,0,5,2009,WD ,175900,7,7,12.0,9.0,2,2,12.077670930725649,7.358193752733032,8.19836438996762,7.358193752733032
2,2,84.0,10933,1,Lvl,1,2,2,2,1,9,5,2009,2009,Hip,2,VinylSd,Stone,242.0,5,3,PConc,5.0,3.0,2,2,1021.0,Unf,0.0,534.0,1555.0,5,1680,0,0,1680,1.0,0.0,1,1,1,1,5,8,1,4.0,2,2009.0,2,3.0,1138.0,3.0,185,24,0,0,0,0,0,0,7,2009,New,323262,7,7,12.0,12.0,0,0,12.686218418914901,7.426549072397305,9.299541017434485,7.426549072397305
2,2,65.0,8450,1,Lvl,1,2,2,2,1,7,5,2003,2003,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2,2,699.0,Unf,0.0,638.0,1337.0,5,1337,0,0,1337,1.0,0.0,2,0,3,1,4,6,0,0.0,2,2003.0,2,2.0,531.0,3.0,0,39,0,0,0,0,0,0,10,2007,WD ,185000,7,7,12.0,11.0,4,4,12.128111104060462,7.198183577101943,9.041921720351219,7.198183577101943
1,2,60.0,8550,1,Lvl,1,1,2,2,1,6,8,1934,1950,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,574.0,Unf,0.0,242.0,816.0,5,816,0,0,816,1.0,0.0,1,0,2,1,3,4,1,2.0,2,1949.0,1,1.0,240.0,3.0,228,0,40,0,0,0,MnPrv,0,7,2006,WD ,129800,6,5,6.0,8.0,72,56,11.773750083252127,6.704414354964107,9.053686561930807,6.704414354964107
